num_ver,max,min,mean
10,2848.35172526,1189.81843718,1928.92539219
15,1686.53738861,812.196585017,1315.46366527
19,1665.32052801,767.165922216,1166.23564808
21,1516.40968624,804.895359519,1124.9543056
26,1193.31758774,663.246733069,926.928123617
32,1050.94261336,635.741150667,840.554406533
38,945.981929257,594.069455662,755.620994583
43,869.277577594,635.360212921,717.425834557
49,800.96098981,661.697185983,691.933794987
55,664.853116623,664.853116623,664.853116623
