num_ver,max_ratio,mean
19,1.11238169706,2005.09622138
37,1.38898071016,1230.82433931
40,1.34451518905,1114.28914701
61,1.36240485495,850.319853492
83,1.35148860371,709.241212038
104,1.33339870855,626.549409952
125,1.49326081693,572.551035757
147,1.71329809861,533.184436777
168,1.59504695531,502.438982433
190,1.21226419231,414.572552056
