num_ver,max,min,mean
17,2108.10256335,1467.23447904,1822.88555006
33,1767.99960426,1017.01992485,1321.19817769
34,1674.99939667,938.853616654,1306.22665629
51,1367.92013079,962.135196037,1154.95421269
68,1339.80223801,874.872363204,1107.56035064
85,1250.04130231,876.600446241,1070.68274063
102,1245.49788285,859.698893827,1040.7389161
119,1261.12681711,767.163263749,990.856761068
136,1072.68257802,819.131001689,960.617350822
153,931.692151892,931.692151892,931.692151892
