num_ver,max,min,mean
9,1399.54628882,714.946593199,985.752533147
13,1123.66299324,577.00109707,834.00974703
17,938.490128074,476.173459481,701.802033247
18,1050.98056765,528.864914968,684.635323406
22,820.989221481,460.980007502,654.426144943
27,865.567005646,445.631935275,623.171275045
31,752.852279887,425.122931467,579.020675864
36,702.780046525,463.119835554,555.916096307
40,644.149058533,440.673005863,539.409110541
45,540.613733222,540.613733222,540.613733222
