num_ver,max,min,mean
7,1068.76638867,629.968797607,861.770434477
9,1072.07144098,517.012174074,739.538328237
12,865.13923346,412.99680855,642.466686661
13,858.143119564,405.585866478,631.953220757
14,730.979997074,443.084473015,595.243134455
17,808.234910269,390.314449412,566.969348913
20,637.758991291,310.54122966,509.505366221
22,602.988866567,310.54122966,480.114573528
25,629.078975633,383.621181306,461.201990438
28,435.464834235,435.464834235,435.464834235
