num_ver,max,min,mean
5,627.282116961,389.670188137,505.063425514
6,588.714972451,300.042535599,428.479579886
7,566.619182611,291.050776493,409.820609804
8,513.006488565,244.091924009,382.355074509
9,494.980343015,244.091924009,361.6474322
10,502.997805894,244.091924009,341.419794076
11,469.263266371,244.091924009,334.162961686
12,432.677766016,244.091924009,307.225520251
13,359.720126702,244.091924009,302.275416984
15,299.040384818,299.040384818,299.040384818
