num_ver,max,min,mean
13,1552.99917583,996.730385065,1269.27251263
22,1109.03723433,599.638896657,855.168016897
25,1054.04282455,580.681129627,775.488219262
32,860.661549867,487.6069484,669.221873002
42,769.26566673,391.169814249,566.402943591
52,628.561399853,416.751332329,508.278873011
61,577.575608304,395.175973817,467.708022273
71,534.880028227,353.093362714,420.821692447
81,506.829332102,370.778556876,400.538167332
91,380.982270263,380.982270263,380.982270263
