num_ver,max_ratio,mean
29,1.12840718163,3081.52056007
57,1.3576009292,1802.02163456
79,1.34858496057,1455.3689176
130,1.28957727604,1060.07951741
181,1.39038712829,872.396659476
232,1.36931809169,758.811374805
282,1.38113013152,691.195654394
333,1.43312320495,642.438863898
384,1.44190595796,577.515631419
435,1.00254546823,456.395955592
