num_ver,max,min,mean
10,1529.87284871,939.819375001,1227.2130375
15,1218.44564615,498.322627951,830.080846754
19,952.889381467,401.332019501,704.646587397
21,840.393151679,499.458674576,643.729820203
26,827.8830489,382.045540978,539.100627412
32,667.168963894,365.084630273,477.291422081
38,631.733588568,338.569168392,440.065877961
43,590.347530522,310.635544675,406.504543499
49,420.740315167,310.635544675,355.556217079
55,310.635544675,310.635544675,310.635544675
