num_ver,max,min,mean
12,1829.37137119,1161.54537571,1482.89678101
20,1358.21815735,836.769540088,1121.86859168
23,1282.30959887,681.042527068,1027.94840561
28,1140.43720017,704.865609755,934.817830542
36,1092.38823737,628.288055648,915.722787621
45,1186.1386652,686.582672604,891.760840796
53,967.96738068,714.672635922,846.08162904
61,952.787056869,629.198938787,802.708321543
69,894.395499297,650.063933242,791.083921249
78,754.164866167,754.164866167,754.164866167
