num_ver,max,min,mean
5,885.875459685,399.043205811,614.31917411
6,784.47767828,349.575408602,541.878157442
7,761.342274404,306.027693696,504.098140329
8,628.607607427,320.725522754,456.436909194
9,542.00895696,291.273971115,418.006297709
10,521.036822819,291.273971115,365.54503041
11,474.410024694,299.040384818,356.13068886
12,456.599023982,282.358473398,337.287452387
13,446.852014387,282.358473398,330.259585079
15,299.040384818,299.040384818,299.040384818
