num_ver,max,min,mean
20,1637.43822716,1637.43822716,32.7487645433
43,1202.45914427,1202.45914427,24.0491828853
67,1144.32675415,1144.32675415,22.8865350829
91,924.528152362,924.528152362,18.4905630472
115,1211.35715068,1211.35715068,24.2271430136
138,1023.49258189,1023.49258189,20.4698516378
162,1021.90647548,1021.90647548,20.4381295095
186,1013.6950598,1013.6950598,20.273901196
210,944.667142563,944.667142563,18.8933428513
39,1293.93140199,1293.93140199,25.8786280398
