num_ver,max,min,mean
16,2542.27810311,1698.68680813,2091.29899251
31,1851.64497184,1161.98635265,1464.58662922
31,1851.64497184,1161.98635265,1464.58662922
46,1636.00018841,972.718638346,1267.5491468
61,1501.99026215,899.812650225,1203.24375755
76,1453.60373533,887.242815323,1155.41166587
91,1320.67539325,955.089911227,1121.09396518
106,1298.91526731,870.614912498,1069.47673519
121,1125.50125946,913.49843716,1000.91790254
136,930.320423886,930.320423886,930.320423886
