num_ver,max,min,mean
15,1861.6556592,1192.67631786,1587.91552819
28,1220.89492147,737.289904752,970.108179064
29,1277.32348908,697.121442558,925.712071446
41,1032.8422621,516.46591232,729.689681429
54,833.740677104,503.007009306,620.293617128
67,785.804962828,451.648951193,567.481332102
80,597.935575715,413.098414586,511.186888489
93,589.374438347,398.548701491,477.747871741
106,515.863180982,386.719078767,446.962473778
120,389.931701979,389.931701979,389.931701979
