num_ver,max,min,mean
21,2111.07373654,2111.07373654,42.2214747308
47,1692.45514783,1692.45514783,33.8491029566
73,1223.17830661,1223.17830661,24.4635661322
99,1410.46261946,1410.46261946,28.2092523892
126,1267.40937833,1267.40937833,25.3481875667
152,1150.50432039,1150.50432039,23.0100864077
178,1048.30752645,1048.30752645,20.966150529
204,1219.27841065,1219.27841065,24.385568213
231,1056.55613181,1056.55613181,21.1311226361
41,1371.21757459,1371.21757459,27.4243514918
