num_ver,max,min,mean
17,2199.28100196,1467.23447904,1820.41266208
33,1467.77484312,905.84850852,1137.96678636
34,1478.90890464,692.274063271,1080.24041174
51,1096.73839493,635.701237554,826.689493294
68,931.063451632,523.451277291,730.680997487
85,770.21434835,532.022769536,627.037385236
102,695.111154017,454.917924949,553.052458024
119,683.429041528,439.597084053,503.697232796
136,552.877545402,426.70154654,465.045531034
153,431.094061957,431.094061957,431.094061957
