num_ver,max,min,mean
6,992.594624576,589.59079925,760.963221386
7,932.344855487,433.788347104,663.797636305
9,862.882743396,419.963261885,598.612757345
11,768.702238878,384.590368433,537.626704859
11,768.702238878,384.590368433,537.626704859
13,647.827410627,269.909654158,469.130726864
15,635.587181846,312.930283832,432.932939821
17,587.918873097,298.633646886,406.634370784
19,581.129917897,298.633646886,414.775369937
21,384.590368433,384.590368433,384.590368433
