num_ver,max,min,mean
6,992.594624576,589.59079925,760.963221386
7,845.86079348,385.091348551,632.91792083
9,700.249077399,396.067940485,541.145099719
11,638.463994872,343.636110015,471.998030995
11,638.463994872,343.636110015,471.998030995
13,584.173243639,269.909654158,413.313436521
15,513.541318325,269.909654158,358.562025581
17,449.672766935,269.909654158,329.216965329
19,419.479527308,269.909654158,304.333612592
21,269.909654158,269.909654158,269.909654158
