num_ver,max,min,mean
7,1614.59303605,695.002965444,1104.05298425
9,1344.8506231,571.14640237,914.226221041
12,1069.79400237,507.985025749,787.213254421
13,1088.35668263,494.139876255,740.002243894
14,980.933067317,467.544136391,701.753965958
17,764.110641005,439.481725648,597.97536004
20,744.196574941,439.862736181,536.419264651
22,708.090871024,435.464834235,484.298915844
25,616.540750423,435.464834235,464.65117959
28,435.464834235,435.464834235,435.464834235
