num_ver,max,min,mean
14,3844.76988149,1517.6188723,2674.91903004
25,2499.8150259,1276.67969523,1778.32601822
27,2249.05201873,1168.52579494,1668.45736606
36,1837.64294376,1049.01390208,1450.00151679
48,1424.94530053,870.364944829,1136.75802518
59,1257.61499544,859.38541542,1010.327809
70,1108.85262718,804.705194987,927.950237182
82,1009.33692955,801.69723817,875.96782585
93,949.15520485,798.547099038,832.713531255
105,798.547099038,798.547099038,798.547099038
