num_ver,max,min,mean
12,3384.18163333,1431.34571822,2293.84150618
20,2142.24354211,1134.22789728,1646.77017638
23,2061.5644238,1106.87183911,1452.03181732
28,1697.92594288,980.338808858,1328.2809422
36,1403.99427701,850.473032449,1158.66725637
45,1279.08282523,799.262102055,1028.96406758
53,1164.39855629,758.372296915,941.688341524
61,1013.52540949,754.164866167,847.499561505
69,946.843727258,754.164866167,802.754208679
78,754.164866167,754.164866167,754.164866167
