num_ver,max,min,mean
9,2290.07105449,963.69444577,1429.04730821
13,1811.93664157,823.34609215,1119.30868297
17,1196.75603224,608.802337408,924.114008855
18,1264.15657178,600.336640063,926.448857906
22,1065.61190462,622.100116036,808.570323412
27,888.117011063,593.660814538,720.220912408
31,809.522496426,550.894965458,641.733295298
36,789.259572616,540.613733222,601.839740595
40,692.291424289,540.613733222,567.678810845
45,540.613733222,540.613733222,540.613733222
