num_ver,max,min,mean
14,1997.22960877,1312.021012,1648.89207235
25,1346.48076399,717.555910473,1025.76535495
27,1295.84581629,795.263808108,1019.84518556
36,1107.50595632,569.265668466,826.428590191
48,951.106212059,468.253141073,663.344792971
59,824.563583425,422.680997661,579.761784167
70,789.729552491,434.51674823,550.748773984
82,606.206085778,398.55036844,499.85242377
93,557.925321939,394.639169269,483.599183967
105,484.031896747,484.031896747,484.031896747
