num_ver,max,min,mean
19,2124.98707775,2124.98707775,42.4997415549
40,1976.07138455,1976.07138455,39.5214276909
61,1384.77211988,1384.77211988,27.6954423976
83,1475.90305059,1475.90305059,29.5180610119
104,1100.84177818,1100.84177818,22.0168355636
125,977.493280392,977.493280392,19.5498656078
147,1002.29013499,1002.29013499,20.0458026998
168,915.908985402,915.908985402,18.318179708
190,903.935799295,903.935799295,18.0787159859
37,1665.56788465,1665.56788465,33.3113576931
