num_ver,max,min,mean
13,2973.85286445,1481.38599346,2040.92693762
22,1859.50491714,1024.03351405,1396.42914306
25,1927.57160612,945.740239286,1299.96329476
32,1448.55948138,804.424696265,1078.0997457
42,1191.35216272,727.783332787,938.118873894
52,1028.72357845,641.389073841,806.408927758
61,874.660085556,625.917545174,739.6189804
71,932.272387837,617.232220472,698.381517569
81,729.989457363,617.199572327,646.641306255
91,617.199572327,617.199572327,617.199572327
