num_ver,max,min,mean
10,1529.87284871,939.819375001,1227.12767307
15,1306.90082267,514.497141684,920.746044519
19,1383.6569434,591.896344845,850.220965858
21,1031.01254695,512.545571883,801.86357039
26,927.166797887,537.609293346,739.643595144
32,965.932709115,451.228474191,698.609184052
38,889.255999827,535.435062112,702.36530494
43,874.349675739,488.299133785,696.336461527
49,874.349675739,466.711015965,667.782621167
55,664.853116623,664.853116623,664.853116623
