num_ver,max,min,mean
19,1819.67984469,1819.67984469,36.3935968937
40,1075.02041748,1075.02041748,21.5004083497
61,1039.76580074,1039.76580074,20.7953160148
83,1229.69277085,1229.69277085,24.593855417
104,1031.5539641,1031.5539641,20.6310792821
125,1109.99261015,1109.99261015,22.199852203
147,909.674164302,909.674164302,18.193483286
168,973.802822513,973.802822513,19.4760564503
190,903.935799295,903.935799295,18.0787159859
37,1441.7365251,1441.7365251,28.834730502
