num_ver,max,min,mean
7,1068.76638867,646.102317385,865.432603059
9,995.528822086,501.529235451,699.126099401
12,852.347828085,375.624064164,574.343567293
13,738.704894715,353.208190771,536.389912902
14,703.334447839,302.953831158,497.259312702
17,614.369211301,345.087486393,441.923880907
20,520.071125614,302.448693241,385.970521911
22,458.657700354,298.050791294,345.038549345
25,401.366611858,298.050791294,321.826160395
28,298.050791294,298.050791294,298.050791294
