num_ver,max,min,mean
13,1552.99917583,996.730385065,1253.15377489
22,1209.40709802,678.896761979,936.444893283
25,1148.51498887,693.493636625,911.336782405
32,1046.8977617,649.263372098,862.257663796
42,1104.52899315,621.43035107,809.825465416
52,997.838750654,491.571403553,752.125033633
61,883.714656249,570.306283963,730.023885623
71,891.022080735,616.074668489,690.820631086
81,745.654190533,578.603998327,642.512658289
91,617.199572327,617.199572327,617.199572327
