num_ver,max_ratio,mean
9,1.29298077499,936.141546687
13,1.42137474538,702.931786606
17,1.39717811362,584.892060962
18,1.32411253208,559.731480025
22,1.26129179662,477.571696201
27,1.33497674598,418.867327628
31,1.39526217386,393.944927567
36,1.68160498188,356.665951372
40,1.4027760436,333.087001717
45,1.00038511147,284.910745853
