num_ver,max,min,mean
21,4886.8323874,4886.8323874,97.7366477479
47,2288.47004879,2288.47004879,45.7694009757
73,1480.84659165,1480.84659165,29.6169318329
99,1565.731971,1565.731971,31.3146394199
126,1304.02019291,1304.02019291,26.0804038581
152,1320.87895129,1320.87895129,26.4175790259
178,1210.20780711,1210.20780711,24.2041561421
204,1067.20391372,1067.20391372,21.3440782743
231,1056.55613181,1056.55613181,21.1311226361
41,2363.71382132,2363.71382132,47.2742764264
