num_ver,max_ratio,mean
19,1.11238169706,2004.10395829
37,1.39259878206,1233.1484528
40,1.32829363781,1113.79886808
61,1.2978320945,849.206398782
83,1.33875618639,699.469782044
104,1.31027067989,615.516896558
125,1.39032295496,557.237432621
147,1.40318483152,512.98842474
168,1.41559190289,484.745544246
190,1.39122458311,450.078339637
