num_ver,max,min,mean
16,5861.87695654,2170.09989409,3561.30451714
31,2800.43429882,1679.1204936,2265.2465097
31,2800.43429882,1679.1204936,2265.2465097
46,2193.61941456,1266.48297105,1783.1382472
61,1879.65696316,1096.19992094,1476.07131364
76,1621.22193778,1038.16758906,1309.64180256
91,1335.27804922,955.089911227,1142.96262521
106,1268.49976532,930.354781488,1042.6049867
121,1091.44972561,930.320423886,981.891237035
136,930.320423886,930.320423886,930.320423886
