num_ver,max,min,mean
15,3796.29998741,1817.97738757,2801.49200538
28,2142.54822552,1250.65458482,1693.3457324
29,2157.65563692,1302.01679223,1723.33602179
41,1689.24637136,1013.57305153,1315.85031442
54,1445.34820437,913.716962809,1111.25303889
67,1223.73101888,847.253099915,1007.66485076
80,1141.82010281,807.027838462,940.363348522
93,1056.44306945,807.116157539,887.864744328
106,944.181740797,807.027838462,838.005141356
120,807.027838462,807.027838462,807.027838462
