num_ver,max,min,mean
12,1794.11776071,1178.29861124,1481.27649339
20,1303.03233302,733.802690369,975.265364386
23,1152.28366842,519.261997322,883.090592134
28,965.606735156,582.816764901,764.029104611
36,913.166374408,406.207516379,646.739089955
45,678.057953472,439.053784905,576.740163412
53,676.094142547,364.414958261,479.477947166
61,514.301151992,340.422935036,443.908553097
69,472.195322814,340.422935036,387.848657561
78,340.422935036,340.422935036,340.422935036
