num_ver,max_ratio,mean
29,1.12840718163,3087.23639637
57,1.36425634478,1805.08878812
79,1.34858496057,1456.77207092
130,1.30176494739,1062.56325953
181,1.35532914596,875.030975884
232,1.3907464315,757.78239985
282,1.41156437274,701.26332115
333,1.46632877577,649.529399483
384,1.56549263328,605.257261385
435,1.17855582037,498.11696952
