num_ver,max_ratio,mean
9,1.33730309726,935.572899915
13,1.37719287831,704.080853074
17,1.39717811362,590.980103548
18,1.3636400207,560.955444747
22,1.29066355661,475.252911281
27,1.4122790215,426.474184741
31,1.48065374372,396.988109557
36,1.40413698044,358.918737264
40,1.67014167074,338.561216124
45,1.17362612077,298.803037262
