num_ver,max,min,mean
16,2542.27810311,1698.68680813,2102.16251304
31,1673.90580186,971.056342525,1254.27690411
31,1673.90580186,971.056342525,1254.27690411
46,1242.64744818,708.122573628,922.619165871
61,967.154708598,606.023427439,803.392404813
76,818.869700084,520.764500446,683.640771832
91,728.198262221,444.357620326,597.933079917
106,693.063386191,387.161979799,510.310670962
121,646.86646907,387.161979799,477.76733345
136,387.161979799,387.161979799,387.161979799
