num_ver,max,min,mean
8,1764.91365143,608.379863125,1125.4765269
11,1263.12407532,493.546481376,886.911696428
15,1207.30121171,491.134672953,765.754628694
15,1207.30121171,491.134672953,765.754628694
18,825.449987721,486.253750216,640.393430756
22,761.67855683,411.415916298,581.202016714
25,700.660398903,406.078397004,536.892731109
29,593.411099977,474.994939637,504.374497438
32,584.706550883,472.064617427,506.59299658
36,488.340401089,488.340401089,488.340401089
