num_ver,max,min,mean
5,627.282116961,389.670188137,505.063425514
6,578.262425432,281.232076,425.927365542
7,587.937577011,265.410318409,386.081984603
8,525.309883708,265.410318409,356.648424216
9,481.840209501,265.043574874,329.667638001
10,388.573597148,256.621759204,299.334424402
11,334.618819753,256.621759204,288.733181382
12,341.452982482,256.621759204,279.979179095
13,309.565748396,256.621759204,273.014579159
15,256.621759204,256.621759204,256.621759204
