num_ver,max_ratio,mean
29,1.12840718163,3082.41169908
57,1.3576009292,1800.47802027
79,1.34858496057,1454.36114932
130,1.28957727604,1056.88428091
181,1.33301171049,865.192812697
232,1.37084893372,744.943444931
282,1.40998005949,688.185383643
333,1.37940562351,620.340047894
384,1.36901116787,577.056672972
435,1.4387277437,545.893728905
