num_ver,max,min,mean
8,1142.49294858,589.1251777,843.542145921
11,969.576939745,433.191982565,654.419155611
15,842.183268923,415.789274335,608.444022901
15,842.183268923,415.789274335,608.444022901
18,730.434144805,391.158444799,564.481874072
22,777.576984119,400.934837382,536.345513383
25,675.192103901,397.385538466,523.841696463
29,620.784040597,375.486675564,499.452335797
32,620.784040597,397.385538466,494.058924305
36,488.340401089,488.340401089,488.340401089
