num_ver,max_ratio,mean
9,1.29298077499,935.219620047
13,1.378332426,702.641899991
17,1.35702271669,581.153085927
18,1.35016461244,558.140627171
22,1.3120732144,481.869780239
27,1.32102641414,419.48600485
31,1.32150227242,393.421549758
36,1.30182681137,358.900720081
40,1.33714374591,338.2210501
45,1.38955545126,314.080368392
