num_ver,max_ratio,mean
0.0,1.0458788017,1108.96063921
0.125,1.34424333398,970.824871722
0.25,1.3513410826,883.040750169
0.375,1.37905247091,815.96855094
0.5,1.41150372048,767.652936407
0.625,1.37365423794,729.77079183
0.75,1.4286601571,705.330818122
0.875,1.55866105205,680.603318524
1.0,1.41393347877,654.051063192
