num_ver,max_ratio,mean
0.0,1.35341359431,521.283773442
0.125,1.53475889164,503.294814187
0.25,1.33613518818,468.264844353
0.375,1.45952665634,456.543201689
0.5,1.30739091676,434.692650452
0.625,1.68939648342,415.679320803
0.75,1.43935810693,399.400157052
0.875,1.62470627728,387.90210895
1.0,1.27915120765,367.263992197
