num_ver,max_ratio,mean
0.0,1.32268420051,859.889667287
0.125,1.40031746492,779.813296625
0.25,1.40492213715,716.048073211
0.375,1.62377190015,670.893821733
0.5,1.53360745176,631.082271332
0.625,1.61924927272,605.402668676
0.75,1.48412702883,576.230399368
0.875,1.39507858501,544.719815756
1.0,1.38738911956,496.418652772
