num_ver,max_ratio,mean
0.0,1.21383964438,1120.01999629
0.125,1.38123761274,975.53700351
0.25,1.4433722814,897.214464322
0.375,1.44155172132,829.032036302
0.5,1.49775183708,780.925407511
0.625,1.4300006476,735.855024035
0.75,1.52191055986,703.616818013
0.875,1.46413761592,635.81687996
1.0,1.24999820398,576.006542403
