num_ver,max_ratio,mean
0.0,1.05259325928,848.20174339
0.125,1.39593196088,771.109753462
0.25,1.40492213715,716.038057175
0.375,1.44007462959,668.082872298
0.5,1.38240572827,620.901568324
0.625,1.43453638451,599.666866309
0.75,1.39112196841,576.981955893
0.875,1.38524734277,561.290240802
1.0,1.35424239983,540.773180331
