num_ver,max_ratio,mean
0.0,1.06221128588,513.868548263
0.125,1.22625650039,491.564231586
0.25,1.36885846241,467.151306021
0.375,1.40194869054,450.733622486
0.5,1.32282849626,436.227868407
0.625,1.35733167129,418.796093687
0.75,1.24883452243,404.749750855
0.875,1.40495252156,395.458749101
1.0,1.35598390864,384.089748512
