num_ver,max_ratio,mean
0.0,1.46604580351,526.469891624
0.125,1.60878357886,500.707696221
0.25,1.74791683011,475.02479572
0.375,1.6302194431,459.337193353
0.5,1.53564027504,442.551939537
0.625,1.6911977935,422.18441971
0.75,1.43780424065,406.513591294
0.875,1.66338915556,402.306918184
1.0,1.33172974684,373.279201275
