num_ver,max_ratio,mean
0.0,1.32660392992,873.839897735
0.125,1.46173514936,791.019938406
0.25,1.46677764668,729.120475047
0.375,1.64654706022,674.665697902
0.5,1.37615854964,624.927793211
0.625,1.58180351205,609.552450203
0.75,1.60930101202,583.873344646
0.875,1.53745574407,556.260582279
1.0,1.33468035567,506.850595534
