num_ver,max_ratio,mean
0.0,1.24472697325,1125.47495503
0.125,1.41615090619,980.897716141
0.25,1.39569245736,902.582827561
0.375,1.42639270203,839.844329335
0.5,1.57855153415,795.824003681
0.625,1.46451902453,751.866241668
0.75,1.56961965515,719.990378476
0.875,1.52017110077,662.377121409
1.0,1.41399455261,605.901769861
